final list
0
0
0
568800
0
0
0
1179000
0
0
1455800
0
0
1605200
0
1709400
0
1773800
0
1842800
0
1891200
0
1889400
0
1930200
0
1998400
2028600
2110200
0
2174400
2295600
2423000
2689400
0
3204600
4314200
2665200
2220600
1897400
3335800
1455600
1332400
1263400
1171600
2110600
1000200
1845000
857200
1604600
742800
1367600
1282800
1202000
1110600
527200
1488400
921800
877200
829800
785600
1102400
699200
979000
919800
861600
806400
764000
721200
684200
860000
610600
769400
726800
684200
650000
617000
727000
679600
518000
617000
691800
553000
620800
489800
645000
529400
499400
541800
518400
497600
526400
501000
484400
495600
433400
501800
413600
467600
406800
460000
410200
398600
409000
411400
374800
391400
392000
346200
368600
339200
341000
362200
300000
362400
291600
350200
284600
296000
311600
253400
304200
269200
240800
303200
219800
240800
285400
191400
217600
274000
174800
184600
253000
173200
155800
205400
204800
118400
141600
209000
132600
95200
114800
185200
95600
57600
73200
129800
87000
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
