final list,circular list
5258358,0
26974452,0
49671333,0
70579052,0
89872245,0
107778047,0
151243721,0
142863535,0
190292078,0
173135555,0
223943491,0
240221416,0
255549916,0
269496843,0
282595014,0
294902248,0
358358339,0
318635815,0
384250888,0
339489595,0
407069673,0
418340687,0
491107099,0
440613485,0
450360388,0
526170478,0
538077338,0
480609027,0
631277014,0
574059331,0
586540834,0
676068993,0
616859150,0
714102137,0
740948209,0
776789478,0
863490623,429346
1047536224,1116892
994042420,590876
859795937,401526
920603300,371192
973665799,347446
852876527,276720
904111225,272888
871370740,247054
840396002,225148
810711755,206836
783036091,191918
824354531,194554
794980687,181282
766966132,169542
740506425,159178
773992160,162128
746238006,152344
720031945,143650
695216973,135842
722334001,138400
696520006,130898
672109728,124210
648918537,117988
670985857,120068
647146813,114042
624545795,108548
603188686,103504
621151752,105770
599185039,100610
578543279,95750
593186238,96916
572406974,92730
552414314,89560
564530665,89758
544417966,85306
525463077,82442
535587195,83718
516533786,78764
524102572,79586
480793198,74090
488874961,72658
494874746,73892
477395225,71940
460852026,66424
465769522,69936
449224955,64882
434149548,62480
437590500,64168
440486683,61486
425351258,62684
409472384,55986
412630953,60496
397224388,53638
399436595,58128
384685099,51314
371731951,54046
386170131,50752
359319415,52146
372151046,48260
346836267,50008
358581919,46434
345695959,48676
333585819,44172
332638635,44132
331248493,46742
319875161,39758
317618144,45272
307122890,39006
304430647,39602
303388788,43152
292144565,35320
289648912,39642
288285426,38584
276695278,33546
275132690,38316
272692802,35436
268406676,32338
260349387,36076
257074502,33636
252915171,29932
251155248,33474
242188792,33744
243311033,27882
235678271,29268
232888030,33858
228121202,27160
220484989,25766
222801802,29050
218441339,31598
210033251,23358
211984956,24834
204310830,27268
204187590,29388
196445019,21404
197491024,22768
190032435,24284
190026209,28638
185966474,20822
180280138,19964
179339333,21436
175690272,24694
175005194,24678
168846987,17740
168042727,18664
163916026,19674
160731219,22502
159965651,23626
156801909,16054
153018568,16488
149079073,17170
147959745,18690
146995318,23052
143919095,17762
140252376,14318
137853664,14862
134444140,15426
133192064,16582
130711398,19874
131327883,18878
125935441,12374
124766649,12886
121579934,13204
119935158,13848
118519921,14858
116280043,17558
115218122,18236
112805955,10784
109435050,10934
107277709,11208
105524202,11598
104067418,12110
102661447,12946
102741962,14992
100450733,17990
97922888,9686
95526309,9132
93583718,9300
91705449,9502
90791097,9854
89309626,10186
88436561,10828
87810374,11762
86445790,14974
84039679,13990
81485907,7330
80144997,7470
77925394,7542
77482549,7754
75696438,7888
74656777,8118
73763291,8384
72765693,8716
72481735,9372
71479167,10470
69800893,14008
68085112,11130
66666910,5696
65206575,5792
63700730,5832
25739430,2396
0,0
0,0
