final list
14620
16636
9606
7546
6360
5568
5912
4446
4864
3730
4164
3868
3610
3392
3196
3010
3330
2700
2994
2440
2722
2578
2818
2346
2262
2470
2360
1984
2436
2072
1994
2160
1846
1986
1924
1844
128548
100932
12290
8824
8482
8298
6866
6976
6502
6114
5778
5474
5684
5428
5192
4988
5166
4966
4790
4628
4788
4636
4476
4342
4486
4348
4210
4094
4238
4120
4000
4130
4006
3900
4016
3914
3798
3915
3809
3900
3612
3706
3806
3700
3612
3676
3590
3496
3570
3636
3546
3470
3552
3444
3486
3408
3338
3502
3310
3468
3272
3430
3356
3272
3306
3332
3266
3294
3218
3230
3266
3192
3212
3224
3162
3168
3186
3200
3130
3136
3152
3154
3086
3170
3090
3084
24850
46814
28582
22992
19734
18308
16662
16006
14938
14564
13802
13566
13170
12608
12540
12164
12178
11670
11650
11442
11256
11214
11006
10838
10682
10696
10654
10506
10390
10350
10214
10192
10058
10150
9908
9996
9890
9836
9818
9686
9734
9664
9550
9734
9472
9472
9562
9428
9488
9356
9468
9260
9356
9276
9268
9316
9212
9240
9208
9080
9422
8908
9312
9126
8974
9284
8934
8922
9524
8500
9422
8962
8762
9286
3802
0
0
