final list,circular list
0,0
0,0
0,0
568800,0
0,0
0,0
0,0
1179000,0
0,0
0,0
1455800,0
0,0
0,0
1605200,0
0,0
1709400,0
0,0
1773800,0
0,0
1842800,0
0,0
1891200,0
0,0
1889400,0
0,0
1930200,0
0,0
1998400,0
2028600,0
2110200,0
0,0
2174400,0
2295600,0
2423000,0
2689400,0
0,0
3204600,0
4314200,51189930
2665200,26954706
2220600,19357692
1897400,15749088
3335800,25449528
1455600,10761162
1332400,9831186
1263400,9074262
1171600,8442024
2110600,15342858
1000200,7031670
1845000,13021974
857200,6061200
1604600,11362836
742800,5344920
1367600,10105296
1282800,9419814
1202000,8826774
1110600,8308140
527200,3978744
1488400,11311128
921800,7074582
877200,6743034
829800,6442788
785600,6169452
1102400,8790552
699200,5579226
979000,7989204
919800,7576440
861600,7204788
806400,6869016
764000,6563088
721200,6284352
684200,6028146
860000,7673736
610600,5505246
769400,7037142
726800,6718410
684200,6427932
650000,6161472
617000,5916930
727000,7080882
679600,6759324
518000,5195430
617000,6249570
691800,7170192
553000,5722866
620800,6589932
489800,5278188
645000,7090014
529400,5820006
499400,5602152
541800,6281994
518400,6028710
497600,5795250
526400,6359892
501000,6100890
484400,5862030
495600,6331134
433400,5412120
501800,6501990
413600,5619792
467600,6006816
406800,5774994
460000,6105576
410200,5866236
398600,5645634
409000,5926206
411400,6165756
374800,5475306
391400,6145152
392000,5902812
346200,5679378
368600,5855598
339200,5634756
341000,5787402
362200,5913390
300000,5689524
362400,5797524
291600,5886150
350200,5956284
284600,5728704
296000,5788668
311600,5573292
253400,5875818
304200,5654724
269200,5914170
240800,5689818
303200,5696292
219800,5695464
240800,5886024
285400,5663640
191400,5642778
217600,5794026
274000,5749752
174800,5702478
184600,5652108
253000,5752872
173200,5686650
155800,5761542
205400,5685132
204800,5740314
118400,5654208
141600,5692458
209000,5718546
132600,5621880
95200,5743644
114800,5636514
185200,5734746
95600,5716770
57600,5693580
73200,5664510
129800,5631612
87000,5677422
0,5711214
0,5656092
0,5673630
0,5682006
0,5680986
0,5673240
0,5657250
0,5698446
0,5667444
0,5632644
0,5703348
0,5653410
0,5651982
0,5642700
0,5674836
0,5650248
0,5664102
0,5668368
0,5665758
0,5655804
0,5676618
0,5650842
0,5655198
0,5651580
0,5641224
0,5656176
0,5659482
0,5656932
0,5647266
0,5657280
0,5658654
0,5652264
0,5663178
0,5641752
0,5660154
0,5647398
0,5647452
0,5644086
0,5647536
0,5646234
0,5656740
0,5654052
0,5645910
0,5647908
0,5642424
0,2271000
0,0
0,0
