final list
115784
107820
65616
51528
43384
37780
33628
30380
27748
25520
23660
22008
20188
19340
18192
17172
16240
15376
14584
13856
13200
12576
12004
11484
10940
10300
10036
9628
9228
8856
8484
8164
7852
7560
7276
6984
666728
446340
6252
6020
5808
5608
5372
5212
5028
4856
4688
4528
4376
4212
4004
3952
3816
3688
3564
3452
3348
3236
3128
3032
2928
2828
2748
2612
2580
2496
2416
2348
2260
2200
2136
2072
2008
1944
1896
1804
1772
1720
1668
1612
1568
1524
1476
1428
1380
1352
1308
1272
1208
1196
1160
1132
1092
1060
1036
1000
976
944
916
892
864
824
812
788
772
744
720
716
684
660
648
628
608
588
572
564
548
528
508
512
484
472
460
452
440
428
404
396
388
380
368
348
364
332
328
320
324
276
324
272
264
284
280
248
244
240
236
228
224
220
216
208
204
196
188
184
172
184
188
156
148
156
188
128
116
200
104
128
168
76
188
76
140
112
108
124
92
116
100
88
128
36
180
0
160
56
52
164
0
112
104
0
140
80
0
124
80
0
0
