circular list
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1552662
1917372
729534
568488
489852
444966
421182
421260
499914
342738
223266
214314
207468
202506
195786
199764
204738
223836
278772
144738
115128
112854
111144
109788
108972
109032
109872
110142
118500
135864
169116
72768
61818
60936
60144
59472
58950
58632
58470
57474
59076
60162
62064
65778
74256
103422
55356
30702
30240
29802
29424
29100
28176
28488
28224
27966
27882
27804
27822
27882
28116
28518
29184
30240
32046
34620
44412
55758
14268
12114
11892
11724
11544
11358
11178
11016
10872
10518
10578
10434
10296
10164
10056
9954
9858
9726
9672
9576
9540
9480
9270
9426
9432
9468
9492
9624
9744
9918
10182
10590
11190
12180
13968
19008
22164
2928
2712
2652
2610
2550
2508
2460
2424
2358
2322
2232
2238
2196
2148
2118
2082
2022
1992
1956
1920
1890
1848
1812
1746
1752
1722
1692
1662
1626
1584
1554
1524
1500
1476
1434
1422
1350
1362
1338
1320
1290
1272
1242
1218
1200
1170
1146
1134
1098
1074
1086
1050
1026
1002
996
384
0
0
