circular list
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
51006343
25867841
17892256
14020157
21820421
8886454
7819180
6951084
6228360
10902331
4812353
8583448
3847951
6947740
3147632
5731625
5145848
4644111
4210080
1941862
5316971
3202913
2940259
2705765
2495449
3424556
2093379
2887111
2637006
2415200
2217748
2040854
1882132
1738839
2131907
1473073
1813551
1667577
1536656
1418651
1312120
1512343
1390440
1029334
1192535
1317764
1012993
1123465
866661
1121238
886462
821821
887577
820387
759543
802816
741729
686414
714012
587865
680209
566242
582924
539766
549625
508610
471438
476622
477606
408486
441558
408508
378554
375910
348397
344642
339162
314292
308450
301620
293961
272306
265012
245745
249532
231289
232983
215881
208159
200455
199524
184908
177435
175474
167713
160202
152933
149920
142731
139279
132365
128723
122117
118411
114568
108479
106742
100889
98863
94920
91050
87245
83541
81115
78590
74962
72422
69855
67267
64699
62138
60283
57745
55274
53905
51463
49553
47648
46152
44258
42731
41187
39650
38121
36851
35331
34055
32778
31512
30430
29326
28232
27144
26190
25231
24273
23423
22474
21716
20869
20099
19347
18645
17953
17324
16677
16039
15453
14869
5764
0
0
