circular list
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
162054441
443777858
234202018
155959126
140959344
129758290
101606375
98185139
87020168
77971677
70448539
64077135
63734118
58222981
53431018
49218416
49162423
45363005
41982134
38954538
38940406
36155054
33643366
31366884
31337389
29221952
27296666
25538955
25486370
23843196
22338243
22235654
20829709
19539163
19405728
18202849
17093865
16942715
15910003
15726372
14044908
13912676
13732384
12909033
12147711
11976214
11269907
10615707
10454393
10267415
9663982
9106149
8936252
8420184
8252647
7777617
7336338
7447790
6770761
6857389
6243844
6309633
5948070
5612447
5472476
5328300
5026813
4891632
4616432
4489742
4361684
4116678
3997921
3878018
3661087
3550575
3440422
3330387
3144257
3043679
2944063
2845888
2687592
2655878
2507555
2420888
2336028
2206878
2173628
2094421
1978258
1943366
1835811
1800751
1701127
1666550
1574359
1540656
1480234
1398690
1366636
1312438
1279789
1209073
1178135
1129915
1083665
1054015
1009930
967781
927222
900414
873410
835826
800019
775170
741572
717898
686528
671622
634723
620232
592537
572161
552225
527350
508668
495269
472521
455398
438571
422170
406393
394427
376033
364653
350482
336730
323514
313135
300711
290694
278938
269565
258500
249610
240876
230801
224059
214548
206777
199140
190695
184652
178762
171015
164431
158977
153629
146819
57971
0
0
