final lin 0.0 0.0,final log 0.0 0.0,final power 0.0 0.0,final lin 0.0 0.524,final log 0.0 0.524,final power 0.0 0.524,final lin 0.0 1.047,final log 0.0 1.047,final power 0.0 1.047,final lin 0.0 1.571,final log 0.0 1.571,final power 0.0 1.571,final lin 0.5 0.0,final log 0.5 0.0,final power 0.5 0.0,final lin 0.5 0.524,final log 0.5 0.524,final power 0.5 0.524,final lin 0.5 1.047,final log 0.5 1.047,final power 0.5 1.047,final lin 0.5 1.571,final log 0.5 1.571,final power 0.5 1.571,final lin 0.9 0.0,final log 0.9 0.0,final power 0.9 0.0,final lin 0.9 0.524,final log 0.9 0.524,final power 0.9 0.524,final lin 0.9 1.047,final log 0.9 1.047,final power 0.9 1.047,final lin 0.9 1.571,final log 0.9 1.571,final power 0.9 1.571
485466,952365,578790,485466,952365,578790,485466,952365,578790,486734,954861,580304,486734,954861,580304,486734,954861,580304,487318,955997,580996,488822,958955,582798,489160,959613,583200,489552,960373,583662,490180,961607,584414,490180,961607,584414
469817,921262,559870,469817,921262,559870,469817,921262,559870,471061,923704,561352,471061,923704,561352,471061,923704,561352,471635,924830,562036,473109,927716,563792,473439,928360,564184,473817,929098,564634,474419,930274,565344,474419,930274,565344
491806,895471,596583,491806,895471,596583,491806,895471,596583,493116,897855,598171,493116,897855,598171,493116,897855,598171,493730,898975,598919,495284,901801,600799,495628,902427,601215,496022,903145,601699,496642,904263,602451,496642,904263,602451
461530,871673,580913,461530,871673,580913,461530,871673,580913,462766,874011,582473,462766,874011,582473,462766,874011,582473,463356,875129,583213,464814,877887,585059,465138,878497,585465,465508,879191,585929,466076,880265,586643,466076,880265,586643
482607,847608,598473,482607,847608,598473,482607,847608,598473,483909,849896,600091,483909,849896,600091,483909,849896,600091,484543,850998,600877,486081,853700,602785,486423,854292,603203,486809,854968,603683,487393,855994,604407,487393,855994,604407
453173,825810,598688,453173,825810,598688,453173,825810,598688,454399,828056,600312,454399,828056,600312,454399,828056,600312,455011,829176,601120,456463,831822,603034,456781,832404,603454,457141,833064,603930,457677,834046,604636,457677,834046,604636
473096,804324,599217,473096,804324,599217,473096,804324,599217,474388,806526,600857,474388,806526,600857,474388,806526,600857,475044,807644,601691,476566,810230,603611,476900,810798,604033,477274,811438,604509,477824,812372,605207,477824,812372,605207
460119,782518,613151,460119,782518,613151,460119,782518,613151,461393,784668,614827,461393,784668,614827,461393,784668,614827,462053,785792,615707,463545,788330,617687,463865,788876,618119,464227,789492,618607,464755,790386,619313,464755,790386,619313
448717,762615,613025,448717,762615,613025,448717,762615,613025,449957,764723,614719,449957,764723,614719,449957,764723,614719,450625,765859,615633,452079,768335,617625,452397,768873,618057,452751,769475,618543,453253,770329,619227,453253,770329,619227
451710,742889,626717,451710,742889,626717,451710,742889,626717,452966,744953,628459,452966,744953,628459,452966,744953,628459,453666,746105,629437,455146,748529,631483,455464,749051,631925,455820,749639,632421,456320,750461,633113,456320,750461,633113
453934,710002,638925,453934,710002,638925,453934,710002,638925,455200,711984,640709,455200,711984,640709,455200,711984,640709,455936,713134,641741,457418,715464,643837,457736,715966,644287,458096,716526,644791,458588,717294,645477,458588,717294,645477
442703,706030,636482,442703,706030,636482,442703,706030,636482,443945,708008,638272,443945,708008,638272,443945,708008,638272,444701,709214,639354,446163,711534,641448,446477,712032,641896,446825,712582,642394,447293,713330,643066,447293,713330,643066
445267,688426,661555,445267,688426,661555,445267,688426,661555,446525,690364,663421,446525,690364,663421,446525,690364,663421,447329,691610,664617,448805,693884,666805,449119,694372,667275,449467,694908,667791,449931,695626,668481,449931,695626,668481
433573,670503,657026,433573,670503,657026,433573,670503,657026,434805,672403,658892,434805,672403,658892,434805,672403,658892,435645,673699,660164,437081,675925,662342,437383,676395,662802,437723,676915,663314,438165,677601,663990,438165,677601,663990
435932,653921,667330,435932,653921,667330,435932,653921,667330,437166,655783,669228,437166,655783,669228,437166,655783,669228,438080,657153,670628,439534,659333,672852,439848,659793,673328,440188,660303,673846,440626,660957,674516,440626,660957,674516
438019,638257,663219,438019,638257,663219,438019,638257,663219,439271,640089,665117,439271,640089,665117,439271,640089,665117,440287,641571,666657,441755,643707,668879,442067,644161,669349,442405,644657,669861,442837,645291,670515,442837,645291,670515
426830,622254,684135,426830,622254,684135,426830,622254,684135,428056,624042,686105,428056,624042,686105,428056,624042,686105,429188,625688,687911,430620,627780,690209,430922,628220,690695,431254,628702,691225,431668,629306,691887,431668,629306,691887
428447,606943,701992,428447,606943,701992,428447,606943,701992,429685,608697,704018,429685,608697,704018,429685,608697,704018,431055,610625,706258,432501,612671,708622,432803,613099,709118,433129,613559,709650,433535,614133,710316,433535,614133,710316
429299,591682,696409,429299,591682,696409,429299,591682,696409,430543,593398,698431,430543,593398,698431,430543,593398,698431,432461,596052,701557,433917,598060,703917,434219,598478,704409,434545,598930,704941,434943,599484,705597,434943,599484,705597
397964,547811,675618,397964,547811,675618,397964,547811,675618,399186,549497,677690,399186,549497,677690,399186,549497,677690,402114,553521,682646,403542,555489,685070,403840,555899,685578,404158,556341,686124,404544,556875,686780,404544,556875,686780
355613,476672,608071,355613,476672,608071,355613,476672,608071,356841,478322,610175,356841,478322,610175,356841,478322,610175,357155,478720,610663,358585,480648,613125,358883,481044,613633,359205,481474,614177,359583,481984,614827,359583,481984,614827
355616,464827,610537,355616,464827,610537,355616,464827,610537,356854,466443,612661,356854,466443,612661,356854,466443,612661,356854,466443,612661,358298,468337,615145,358600,468729,615659,358924,469149,616211,359302,469637,616857,359302,469637,616857
356789,446203,624081,356789,446203,624081,356789,446203,624081,358033,447759,626257,358033,447759,626257,358033,447759,626257,358033,447759,626257,359483,449561,628789,359785,449937,629313,360103,450335,629871,360469,450791,630509,360469,450791,630509
349026,445386,637488,349026,445386,637488,349026,445386,637488,350246,446936,639712,350246,446936,639712,350246,446936,639712,350246,446936,639712,351668,448748,642306,351960,449124,642840,352270,449520,643406,352624,449972,644054,352624,449972,644054
349969,435803,648740,349969,435803,648740,349969,435803,648740,351195,437329,651010,351195,437329,651010,351195,437329,651010,351195,437329,651010,352623,439107,653660,352913,439471,654200,353223,439857,654778,353571,440293,655426,353571,440293,655426
352050,427080,652998,352050,427080,652998,352050,427080,652998,353286,428576,655284,353286,428576,655284,353286,428576,655284,353286,428576,655284,354722,430322,657944,355024,430684,658498,355330,431058,659068,355676,431474,659710,355676,431474,659710
352156,417920,670582,352156,417920,670582,352156,417920,670582,353390,419386,672930,353390,419386,672930,353390,419386,672930,353390,419386,672930,354826,421098,675678,355120,421450,676238,355430,421812,676828,355770,422214,677472,355770,422214,677472
344650,408597,673365,344650,408597,673365,344650,408597,673365,345862,410031,675731,345862,410031,675731,345862,410031,675731,345862,410031,675731,347268,411697,678483,347554,412037,679045,347854,412397,679635,348180,412787,680273,348180,412787,680273
353226,400742,690685,353226,400742,690685,353226,400742,690685,354472,402156,693111,354472,402156,693111,354472,402156,693111,354472,402156,693111,355908,403792,695941,356202,404126,696521,356504,404470,697119,356828,404840,697755,356828,404840,697755
345870,392565,699802,345870,392565,699802,345870,392565,699802,347086,393945,702258,347086,393945,702258,347086,393945,702258,347086,393945,702258,348500,395553,705122,348790,395885,705708,349086,396221,706308,349406,396583,706950,349406,396583,706950
346757,384072,715607,346757,384072,715607,346757,384072,715607,347979,385424,718129,347979,385424,718129,347979,385424,718129,347979,385424,718129,349397,386998,721061,349689,387322,721661,349983,387652,722273,350291,387994,722913,350291,387994,722913
346789,376323,722652,346789,376323,722652,346789,376323,722652,348011,377651,725198,348011,377651,725198,348011,377651,725198,348011,377651,725198,349433,379197,728162,349725,379513,728768,350021,379835,729384,350325,380163,730020,350325,380163,730020
339431,368792,737720,339431,368792,737720,339431,368792,737720,340625,370096,740326,340625,370096,740326,340625,370096,740326,340625,370096,740326,342025,371612,743362,342311,371922,743982,342599,372236,744610,342893,372554,745248,342893,372554,745248
347381,361131,750875,347381,361131,750875,347381,361131,750875,348611,362407,753533,348611,362407,753533,348611,362407,753533,348611,362407,753533,350033,363887,756611,350323,364189,757239,350615,364495,757869,350907,364801,758505,350907,364801,758505
347557,354220,764440,347557,354220,764440,347557,354220,764440,348787,355472,767146,348787,355472,767146,348787,355472,767146,348787,355472,767146,350215,356926,770292,350511,357226,770940,350807,357526,771588,351101,357826,772232,351101,357826,772232
339968,339970,782314,339968,339970,782314,339968,339970,782314,341172,341172,785084,341172,341172,785084,341172,341172,785084,341172,341172,785084,342566,342566,788288,342850,342850,788944,343134,343134,789596,343414,343412,790238,343414,343412,790238
346830,340155,786105,346830,340155,786105,346830,340155,786105,348060,341361,788895,348060,341361,788895,348060,341361,788895,348060,341361,788895,349492,342763,792143,349784,343049,792797,350068,343327,793441,350346,343603,794077,350346,343603,794077
340457,334350,812142,340457,334350,812142,340457,334350,812142,341657,335534,815016,341657,335534,815016,341657,335534,815016,341657,335534,815016,343053,336912,818352,343347,337200,819050,343637,337482,819736,343911,337748,820390,343911,337748,820390
345615,326780,819319,345615,326780,819319,345615,326780,819319,346839,327940,822225,346839,327940,822225,346839,327940,822225,346839,327940,822225,348259,329286,825599,348547,329560,826283,348827,329824,826943,349101,330086,827597,349101,330086,827597
340320,321480,831563,340320,321480,831563,340320,321480,831563,341524,322618,834505,341524,322618,834505,341524,322618,834505,341524,322618,834505,342922,323938,837921,343218,324218,838641,343506,324490,839341,343766,324734,839971,343766,324734,839971
344759,314067,849155,344759,314067,849155,344759,314067,849155,345983,315177,852171,345983,315177,852171,345983,315177,852171,345983,315177,852171,347399,316471,855669,347689,316733,856379,347967,316987,857071,348233,317227,857721,348233,317227,857721
339919,309390,867409,339919,309390,867409,339919,309390,867409,341121,310482,870475,341121,310482,870475,341121,310482,870475,341121,310482,870475,342513,311750,874027,342813,312020,874791,343085,312270,875489,343343,312506,876155,343343,312506,876155
343285,301807,881321,343285,301807,881321,343285,301807,881321,344505,302879,884451,344505,302879,884451,344505,302879,884451,344505,302879,884451,345923,304121,888085,346209,304373,888817,346499,304625,889561,346757,304851,890225,346757,304851,890225
344084,297395,899165,344084,297395,899165,344084,297395,899165,345296,298445,902345,345296,298445,902345,345296,298445,902345,345296,298445,902345,346704,299665,906035,347010,299927,906829,347288,300167,907559,347538,300385,908215,347538,300385,908215
337382,291278,920677,337382,291278,920677,337382,291278,920677,338578,292308,923935,338578,292308,923935,338578,292308,923935,338578,292308,923935,339960,293504,927711,340252,293756,928513,340524,293990,929251,340766,294200,929915,340766,294200,929915
341536,285600,929570,341536,285600,929570,341536,285600,929570,342746,286612,932866,342746,286612,932866,342746,286612,932866,342746,286612,932866,344154,287786,936694,344446,288030,937490,344722,288258,938240,344966,288462,938904,344966,288462,938904
341960,281411,954399,341960,281411,954399,341960,281411,954399,343164,282405,957769,343164,282405,957769,343164,282405,957769,343164,282405,957769,344560,283551,961671,344866,283803,962527,345142,284031,963297,345384,284229,963971,345384,284229,963971
346843,276403,970779,346843,276403,970779,346843,276403,970779,348067,277377,974199,348067,277377,974199,348067,277377,974199,348067,277377,974199,349479,278499,978149,349791,278747,979025,350069,278971,979807,350311,279163,980477,350311,279163,980477
339980,265212,987367,339980,265212,987367,339980,265212,987367,341178,266148,990845,341178,266148,990845,341178,266148,990845,341178,266148,990845,342574,267240,994897,342876,267474,995769,343152,267688,996569,343382,267868,997235,343382,267868,997235
344276,266453,1012235,344276,266453,1012235,344276,266453,1012235,345488,267397,1015805,345488,267397,1015805,345488,267397,1015805,345488,267397,1015805,346886,268475,1019915,347192,268711,1020819,347472,268927,1021641,347714,269115,1022353,347714,269115,1022353
344518,262061,1027849,344518,262061,1027849,344518,262061,1027849,345726,262981,1031457,345726,262981,1031457,345726,262981,1031457,345726,262981,1031457,347140,264057,1035663,347458,264297,1036607,347736,264507,1037437,347962,264679,1038115,347962,264679,1038115
343975,258510,1058809,343975,258510,1058809,343975,258510,1058809,345173,259412,1062503,345173,259412,1062503,345173,259412,1062503,345173,259412,1062503,346559,260454,1066755,346883,260700,1067761,347161,260908,1068615,347381,261074,1069291,347381,261074,1069291
347792,253268,1073625,347792,253268,1073625,347792,253268,1073625,349006,254154,1077377,349006,254154,1077377,349006,254154,1077377,349006,254154,1077377,350426,255186,1081745,350752,255422,1082751,351034,255626,1083619,351270,255800,1084355,351270,255800,1084355
346723,249494,1099622,346723,249494,1099622,346723,249494,1099622,347931,250364,1103452,347931,250364,1103452,347931,250364,1103452,347931,250364,1103452,349333,251372,1107888,349659,251608,1108926,349939,251810,1109814,350153,251964,1110488,350153,251964,1110488
346236,244906,1120634,346236,244906,1120634,346236,244906,1120634,347436,245758,1124528,347436,245758,1124528,347436,245758,1124528,347436,245758,1124528,348816,246736,1128994,349148,246968,1130068,349430,247166,1130972,349660,247328,1131714,349660,247328,1131714
346401,242360,1148950,346401,242360,1148950,346401,242360,1148950,347599,243198,1152922,347599,243198,1152922,347599,243198,1152922,347599,243198,1152922,348987,244172,1157538,349329,244412,1158674,349607,244608,1159602,349825,244760,1160324,349825,244760,1160324
352230,239258,1182906,352230,239258,1182906,352230,239258,1182906,353438,240078,1186956,353438,240078,1186956,353438,240078,1186956,353438,240078,1186956,354842,241032,1191672,355204,241278,1192894,355496,241476,1193876,355698,241614,1194558,355698,241614,1194558
355194,235266,1205003,355194,235266,1205003,355194,235266,1205003,356404,236068,1209119,356404,236068,1209119,356404,236068,1209119,356404,236068,1209119,357808,237000,1213877,358172,237240,1215119,358462,237430,1216097,358702,237590,1216909,358702,237590,1216909
354793,231837,1233577,354793,231837,1233577,354793,231837,1233577,356003,232625,1237777,356003,232625,1237777,356003,232625,1237777,356003,232625,1237777,357401,233533,1242633,357769,233773,1243917,358059,233961,1244923,358265,234097,1245645,358265,234097,1245645
356688,230194,1273220,356688,230194,1273220,356688,230194,1273220,357886,230966,1277508,357886,230966,1277508,357886,230966,1277508,357886,230966,1277508,359272,231858,1282448,359664,232112,1283848,359952,232300,1284882,360152,232430,1285600,360152,232430,1285600
363005,223992,1307525,363005,223992,1307525,363005,223992,1307525,364213,224738,1311869,364213,224738,1311869,364213,224738,1311869,364213,224738,1311869,365613,225600,1316903,366031,225858,1318407,366341,226048,1319523,366555,226180,1320291,366555,226180,1320291
363128,225551,1339902,363128,225551,1339902,363128,225551,1339902,364328,226297,1344330,364328,226297,1344330,364328,226297,1344330,364328,226297,1344330,365718,227159,1349458,366138,227419,1351002,366436,227605,1352104,366664,227749,1352952,366664,227749,1352952
371654,225649,1397846,371654,225649,1397846,371654,225649,1397846,372856,226379,1402364,372856,226379,1402364,372856,226379,1402364,372856,226379,1402364,374250,227229,1407610,374718,227513,1409372,375022,227699,1410522,375224,227825,1411288,375224,227825,1411288
374715,224420,1440892,374715,224420,1440892,374715,224420,1440892,375911,225136,1445498,375911,225136,1445498,375911,225136,1445498,375911,225136,1445498,377293,225964,1450820,377781,226256,1452700,378093,226442,1453900,378295,226562,1454676,378295,226562,1454676
389582,226266,1502164,389582,226266,1502164,389582,226266,1502164,390794,226974,1506844,390794,226974,1506844,390794,226974,1506844,390794,226974,1506844,392200,227788,1512258,392750,228108,1514388,393086,228302,1515682,393292,228422,1516474,393292,228422,1516474
395675,228869,1585344,395675,228869,1585344,395675,228869,1585344,396867,229559,1590114,396867,229559,1590114,396867,229559,1590114,396867,229559,1590114,398241,230357,1595632,398863,230713,1598114,399189,230901,1599424,399391,231019,1600236,399391,231019,1600236
423436,237344,1703509,423436,237344,1703509,423436,237344,1703509,424648,238022,1708381,424648,238022,1708381,424648,238022,1708381,424648,238022,1708381,426048,238804,1714009,426818,239238,1717113,427162,239430,1718495,427368,239546,1719323,427368,239546,1719323
476271,263611,1966196,476271,263611,1966196,476271,263611,1966196,477473,264277,1971160,477473,264277,1971160,477473,264277,1971160,477473,264277,1971160,478873,265053,1976936,480045,265699,1981768,480399,265897,1983240,480603,266011,1984084,480603,266011,1984084
533895,289563,2243117,533895,289563,2243117,533895,289563,2243117,535101,290215,2248173,535101,290215,2248173,535101,290215,2248173,535101,290215,2248173,536485,290969,2253993,537921,291749,2260033,538299,291953,2261615,538503,292063,2262477,538503,292063,2262477
365104,193982,1560273,365104,193982,1560273,365104,193982,1560273,366308,194622,1565415,366308,194622,1565415,366308,194622,1565415,366308,194622,1565415,367696,195356,1571335,367704,195360,1571371,368094,195568,1573043,368300,195678,1573921,368300,195678,1573921
344766,181192,1510831,344766,181192,1510831,344766,181192,1510831,345956,181816,1516055,345956,181816,1516055,345956,181816,1516055,345956,181816,1516055,347344,182544,1522139,347344,182544,1522139,347764,182766,1523983,347968,182872,1524875,347968,182872,1524875
337202,173773,1505266,337202,173773,1505266,337202,173773,1505266,338400,174393,1510614,338400,174393,1510614,338400,174393,1510614,338400,174393,1510614,339788,175107,1516812,339788,175107,1516812,340254,175345,1518882,340458,175451,1519794,340458,175451,1519794
334201,167266,1504846,334201,167266,1504846,334201,167266,1504846,335405,167874,1510282,335405,167874,1510282,335405,167874,1510282,335405,167874,1510282,336793,168568,1516518,336793,168568,1516518,337293,168818,1518776,337499,168922,1519704,337499,168922,1519704
327117,158755,1511109,327117,158755,1511109,327117,158755,1511109,328321,159337,1516659,328321,159337,1516659,328321,159337,1516659,328321,159337,1516659,329727,160023,1523167,329727,160023,1523167,330313,160309,1525879,330517,160407,1526821,330517,160407,1526821
323512,157183,1525198,323512,157183,1525198,323512,157183,1525198,324714,157765,1530854,324714,157765,1530854,324714,157765,1530854,324714,157765,1530854,326084,158433,1537310,326084,158433,1537310,326828,158793,1540822,327032,158891,1541782,327032,158891,1541782
318356,151754,1525280,318356,151754,1525280,318356,151754,1525280,319550,152322,1530998,319550,152322,1530998,319550,152322,1530998,319550,152322,1530998,320940,152986,1537684,320940,152986,1537684,322276,153620,1544110,322478,153716,1545082,322478,153716,1545082
287649,134940,1405831,287649,134940,1405831,287649,134940,1405831,288847,135504,1411697,288847,135504,1411697,288847,135504,1411697,288847,135504,1411697,290229,136150,1418447,290229,136150,1418447,290959,136494,1421993,291161,136590,1422981,291161,136590,1422981
277793,127881,1384938,277793,127881,1384938,277793,127881,1384938,278993,128435,1390920,278993,128435,1390920,278993,128435,1390920,278993,128435,1390920,280385,129075,1397846,280385,129075,1397846,280385,129075,1397846,280585,129169,1398850,280585,129169,1398850
276376,123889,1393716,276376,123889,1393716,276376,123889,1393716,277580,124431,1399798,277580,124431,1399798,277580,124431,1399798,277580,124431,1399798,278962,125051,1406762,278962,125051,1406762,278962,125051,1406762,279174,125147,1407832,279174,125147,1407832
273012,121014,1414749,273012,121014,1414749,273012,121014,1414749,274210,121546,1420947,274210,121546,1420947,274210,121546,1420947,274210,121546,1420947,275626,122176,1428307,275626,122176,1428307,275626,122176,1428307,275846,122274,1429447,275846,122274,1429447
273783,118278,1439246,273783,118278,1439246,273783,118278,1439246,274985,118798,1445574,274985,118798,1445574,274985,118798,1445574,274985,118798,1445574,276345,119384,1452700,276345,119384,1452700,276345,119384,1452700,276551,119474,1453780,276551,119474,1453780
272822,115861,1460667,272822,115861,1460667,272822,115861,1460667,274022,116373,1467093,274022,116373,1467093,274022,116373,1467093,274022,116373,1467093,275420,116967,1474587,275420,116967,1474587,275420,116967,1474587,275624,117053,1475683,275624,117053,1475683
270947,113341,1484285,270947,113341,1484285,270947,113341,1484285,272147,113843,1490859,272147,113843,1490859,272147,113843,1490859,272147,113843,1490859,273543,114429,1498493,273543,114429,1498493,273543,114429,1498493,273747,114513,1499607,273747,114513,1499607
269737,110794,1508865,269737,110794,1508865,269737,110794,1508865,270927,111284,1515527,270927,111284,1515527,270927,111284,1515527,270927,111284,1515527,272287,111844,1523121,272287,111844,1523121,272287,111844,1523121,272489,111928,1524255,272489,111928,1524255
270410,108478,1533330,270410,108478,1533330,270410,108478,1533330,271620,108962,1540178,271620,108962,1540178,271620,108962,1540178,271620,108962,1540178,273010,109518,1548072,273010,109518,1548072,273010,109518,1548072,273264,109618,1549504,273264,109618,1549504
268349,105979,1553152,268349,105979,1553152,268349,105979,1553152,269535,106447,1560002,269535,106447,1560002,269535,106447,1560002,269535,106447,1560002,270945,107003,1568164,270945,107003,1568164,270945,107003,1568164,271155,107087,1569382,271155,107087,1569382
270060,101878,1586118,270060,101878,1586118,270060,101878,1586118,271268,102332,1593214,271268,102332,1593214,271268,102332,1593214,271268,102332,1593214,272638,102852,1601284,272638,102852,1601284,272638,102852,1601284,272850,102930,1602520,272850,102930,1602520
267618,101946,1609440,267618,101946,1609440,267618,101946,1609440,268822,102406,1616682,268822,102406,1616682,268822,102406,1616682,268822,102406,1616682,270188,102928,1624892,270188,102928,1624892,270188,102928,1624892,270400,103008,1626162,270400,103008,1626162
267719,99646,1635557,267719,99646,1635557,267719,99646,1635557,268919,100092,1642887,268919,100092,1642887,268919,100092,1642887,268919,100092,1642887,270305,100606,1651351,270305,100606,1651351,270305,100606,1651351,270523,100688,1652681,270523,100688,1652681
266397,97834,1665693,266397,97834,1665693,266397,97834,1665693,267589,98272,1673153,267589,98272,1673153,267589,98272,1673153,267589,98272,1673153,268981,98782,1681889,268981,98782,1681889,268981,98782,1681889,269255,98882,1683605,269255,98882,1683605
266422,95633,1691045,266422,95633,1691045,266422,95633,1691045,267622,96065,1698655,267622,96065,1698655,267622,96065,1698655,267622,96065,1698655,269032,96569,1707609,269032,96569,1707609,269032,96569,1707609,269254,96649,1709029,269254,96649,1709029
266508,93806,1720987,266508,93806,1720987,266508,93806,1720987,267706,94228,1728737,267706,94228,1728737,267706,94228,1728737,267706,94228,1728737,269072,94710,1737555,269072,94710,1737555,269072,94710,1737555,269302,94790,1739033,269302,94790,1739033
264788,91937,1752240,264788,91937,1752240,264788,91937,1752240,265978,92353,1760124,265978,92353,1760124,265978,92353,1760124,265978,92353,1760124,267352,92829,1769246,267352,92829,1769246,267352,92829,1769246,267586,92909,1770798,267586,92909,1770798
265783,89846,1777305,265783,89846,1777305,265783,89846,1777305,266987,90254,1785367,266987,90254,1785367,266987,90254,1785367,266987,90254,1785367,268387,90726,1794723,268387,90726,1794723,268387,90726,1794723,268657,90818,1796535,268657,90818,1796535
264418,88162,1814382,264418,88162,1814382,264418,88162,1814382,265612,88560,1822582,265612,88560,1822582,265612,88560,1822582,265612,88560,1822582,266990,89018,1832024,266990,89018,1832024,266990,89018,1832024,267272,89112,1833950,267272,89112,1833950
263846,86143,1839813,263846,86143,1839813,263846,86143,1839813,265046,86533,1848171,265046,86533,1848171,265046,86533,1848171,265046,86533,1848171,266424,86983,1857789,266424,86983,1857789,266424,86983,1857789,266686,87067,1859619,266686,87067,1859619
263606,84525,1873409,263606,84525,1873409,263606,84525,1873409,264808,84911,1881943,264808,84911,1881943,264808,84911,1881943,264808,84911,1881943,266190,85355,1891773,266190,85355,1891773,266190,85355,1891773,266468,85445,1893739,266468,85445,1893739
261576,82762,1904451,261576,82762,1904451,261576,82762,1904451,262766,83138,1913107,262766,83138,1913107,262766,83138,1913107,262766,83138,1913107,264144,83572,1923137,264144,83572,1923137,264144,83572,1923137,264436,83666,1925271,264436,83666,1925271
262858,79634,1941389,262858,79634,1941389,262858,79634,1941389,264054,79994,1950227,264054,79994,1950227,264054,79994,1950227,264054,79994,1950227,265440,80416,1960463,265440,80416,1960463,265440,80416,1960463,265756,80510,1962799,265756,80510,1962799
263372,79462,1969659,263372,79462,1969659,263372,79462,1969659,264590,79830,1978775,264590,79830,1978775,264590,79830,1978775,264590,79830,1978775,265984,80250,1989193,265984,80250,1989193,265984,80250,1989193,266328,80354,1991769,266328,80354,1991769
261492,77932,2008369,261492,77932,2008369,261492,77932,2008369,262674,78282,2017439,262674,78282,2017439,262674,78282,2017439,262674,78282,2017439,264058,78694,2028051,264058,78694,2028051,264058,78694,2028051,264430,78804,2030913,264430,78804,2030913
260611,76130,2040509,260611,76130,2040509,260611,76130,2040509,261797,76474,2049785,261797,76474,2049785,261797,76474,2049785,261797,76474,2049785,263171,76876,2060559,263171,76876,2060559,263171,76876,2060559,263579,76996,2063751,263579,76996,2063751
261120,74894,2077502,261120,74894,2077502,261120,74894,2077502,262324,75240,2087094,262324,75240,2087094,262324,75240,2087094,262324,75240,2087094,263714,75638,2098148,263714,75638,2098148,263714,75638,2098148,264164,75766,2101720,264164,75766,2101720
261819,73342,2115276,261819,73342,2115276,261819,73342,2115276,263029,73682,2125054,263029,73682,2125054,263029,73682,2125054,263029,73682,2125054,264411,74068,2136204,264411,74068,2136204,264411,74068,2136204,264985,74228,2140856,264985,74228,2140856
259756,72072,2153831,259756,72072,2153831,259756,72072,2153831,260954,72404,2163761,260954,72404,2163761,260954,72404,2163761,260954,72404,2163761,262322,72782,2175069,262322,72782,2175069,262322,72782,2175069,263280,73046,2183015,263280,73046,2183015
102149,26944,847853,102149,26944,847853,102149,26944,847853,102631,27070,851855,102631,27070,851855,102631,27070,851855,102631,27070,851855,103201,27220,856575,103201,27220,856575,103201,27220,856575,103775,27372,861343,103775,27372,861343
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
