final list
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
702760
534954
53992
41056
34346
30020
26910
24524
22628
21052
19718
18574
17578
16698
15594
15208
14562
13958
13426
12922
12452
12018
11612
11236
10878
10530
10216
9724
9628
9360
9092
8844
8600
8386
8158
7954
7748
7556
7368
7046
7014
6854
6694
6540
6384
6238
6090
5954
5818
5678
5556
5466
5220
5208
5104
4988
4884
4772
4682
4578
4484
4396
4304
4214
4130
3962
3962
3882
3802
3724
3650
3574
3508
3432
3366
3298
3236
3112
3108
3052
2990
2930
2870
2826
2762
2702
2654
2604
2554
2504
2408
2410
2366
2320
2272
2234
2192
2144
2100
2060
2026
1986
1948
1870
1884
1840
1806
1770
1740
1702
1674
1640
1610
1574
1546
1490
1492
1462
1432
1414
1384
1352
1330
1304
1280
1254
1236
1212
1164
1166
1142
1128
1108
1084
1060
1038
1020
1002
982
962
942
904
914
892
878
862
846
830
814
798
780
768
754
726
726
712
694
688
674
664
254
0
0
