circular list
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
2108280
1604862
161976
123168
103038
90060
80730
73572
67884
63156
59154
55722
52734
50094
46782
45624
43686
41874
40278
38766
37356
36054
34836
33708
32634
31590
30648
29172
28884
28080
27276
26532
25800
25158
24474
23862
23244
22668
22104
21138
21042
20562
20082
19620
19152
18714
18270
17862
17454
17034
16668
16398
15660
15624
15312
14964
14652
14316
14046
13734
13452
13188
12912
12642
12390
11886
11886
11646
11406
11172
10950
10722
10524
10296
10098
9894
9708
9336
9324
9156
8970
8790
8610
8478
8286
8106
7962
7812
7662
7512
7224
7230
7098
6960
6816
6702
6576
6432
6300
6180
6078
5958
5844
5610
5652
5520
5418
5310
5220
5106
5022
4920
4830
4722
4638
4470
4476
4386
4296
4242
4152
4056
3990
3912
3840
3762
3708
3636
3492
3498
3426
3384
3324
3252
3180
3114
3060
3006
2946
2886
2826
2712
2742
2676
2634
2586
2538
2490
2442
2394
2340
2304
2262
2178
2178
2136
2082
2064
2022
1992
762
0
0
