circular list
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
168592890
445803960
237676023
161171892
148323636
139197915
111337014
109345116
98712333
90388329
82892877
77228388
77801037
72839001
67741014
63850431
64907889
60898101
57775092
54361383
55331199
52587606
49850715
47164695
48059814
45714351
43569717
41581614
42268362
40191126
38395989
38965656
37182369
35550873
35990235
34414155
32920188
33242481
31819488
32030706
29242923
29466492
29641365
28363935
27158658
27251211
26404641
25212408
25192326
25119993
24452652
23359254
23144166
22285917
22633548
21276177
20512179
21673395
19459440
20547228
19067937
19095435
19287144
17563782
18303780
17590794
17034468
17116938
16023549
16493307
15626493
15765741
14896938
15335079
14328330
14282100
14432688
13360056
14278092
12375312
13813260
12379191
12320028
13126083
11112768
12612081
11280093
10690644
12303996
10258587
10374897
11737779
9334965
10016550
11019489
8981517
9080982
10614567
8764167
8264604
9461787
9341304
7672482
8012892
9446982
7887510
7100805
7666842
8956812
7178580
6506778
6958011
8188956
7371474
5898327
6206760
6674106
7966968
5864193
5487897
5635743
6186471
7406811
5539230
4873155
5024007
5325684
6088998
6745293
4311876
4354170
4519653
4759962
5295348
6423936
4243095
3786054
3886770
4024509
4270290
4687242
5932752
3960894
3247443
3309861
3418803
3554901
3730875
4117260
5258937
4002408
2713764
2745000
2824467
2915964
2993700
3131187
3359880
3825195
4957341
1469922
0
0
