circular list
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
51098054
26405682
18610556
14859498
23565216
9778986
8767657
7942037
7251205
12933403
5817120
10572296
4829410
8885158
4101688
7610504
6962251
6402540
5914214
2779599
7755059
4760175
4452670
4175245
3923717
5486687
3417519
4802678
4469800
4171451
3903044
3659823
3439183
3237588
4044712
2847741
3572424
3347158
3142852
2956515
2786346
3272419
3065687
2312538
2729987
3073861
2407742
2720948
2138785
2819502
2271390
2145686
2361303
2223932
2098033
2259607
2127254
2005936
2126148
1783702
2103024
1783862
1871234
1765543
1831878
1727318
1631430
1680643
1716042
1495523
1647253
1552850
1466271
1483637
1401118
1412297
1416191
1337225
1337254
1332434
1323222
1248983
1238574
1170302
1210870
1143625
1173840
1108298
1088913
1068497
1083700
1023353
1000612
1008315
981992
955797
929727
928694
900922
895803
867475
859598
830949
821004
809420
780932
783000
754098
752965
736638
719999
702994
685907
678620
669957
651145
641011
630012
618178
605849
592900
586105
572070
557978
554470
539388
529218
518518
511768
500069
491968
483178
473969
464332
457370
446821
438845
430404
421622
414873
407392
399631
391525
384921
377851
370401
364211
356082
350596
343297
336913
330447
324497
318385
313042
307072
300924
295429
289651
114411
0
0
