circular list
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1005772614
2217325404
1235991336
922026696
756999894
649178490
571021404
510733200
462246936
422086926
388065078
358742520
333114990
310464942
284752494
272440566
255972792
240988080
227280864
214690272
203082978
192342120
182378172
173101554
164454678
156371688
148799160
138982284
135144630
128851842
122921100
117324456
112037022
107035896
102299916
97811664
93555696
89514066
85675302
80450586
78619272
75311466
72161484
69157854
66294906
63565164
60958266
58470900
56095494
53825004
51656262
49580316
46680036
45731250
43913778
42170826
40504722
38906676
37377222
35912196
34505478
33159588
31867914
30629034
29441394
27757164
27229032
26177988
25170678
24202290
23273190
22381044
21526104
20703930
19914072
19153110
18424764
17382996
17064468
16415928
15794076
15196188
14621754
14068662
13537500
13026594
12535740
12063216
11608986
11173458
10546614
10357152
9967956
9594504
9234996
8889348
8555832
8236140
7927602
7630824
7346178
7071522
6807906
6427668
6313302
6078708
5851788
5633730
5423754
5221842
5027376
4840674
4660920
4486848
4320210
4079682
4008024
3859806
3716046
3578244
3444870
3316626
3194274
3075948
2961486
2851596
2745732
2643930
2497242
2453694
2362980
2274606
2190942
2109732
2031108
1956162
1883640
1813854
1746726
1682094
1619940
1529778
1503276
1448010
1394400
1343004
1292820
1245054
1199172
1154634
1112304
1070724
1031448
973914
957204
922200
887760
854688
823266
792888
302802
0
0
