final list,circular list
0,0
0,0
0,0
0,0
0,0
244807,0
9596092,0
22659151,0
45104779,0
52624093,0
81289414,0
101093280,0
120985250,0
141167088,0
161644164,0
182478751,0
239059298,0
227777889,0
292957695,0
275054219,0
349569968,0
380271742,0
472116345,0
447069496,0
480890243,0
591125936,0
636129739,0
596374084,0
822206287,0
784922050,0
840945196,0
1016171149,0
971434743,0
1179052429,0
1282062053,0
1411471938,0
1647648584,162961698
2092065544,447408540
2067214181,247662232
1854319095,174372413
2060226319,166614541
2261250326,162348893
2054089989,134824939
2259507097,137481454
2257735480,128863584
2258535915,122513857
2260169998,116655207
2264298892,112843864
2471720714,118032180
2471586227,114734252
2473256902,110788546
2476673546,108422912
2684017056,114437610
2684185622,111477985
2684731729,109809539
2688193611,107276349
2896587731,113369865
2895455022,111872930
2897083742,110110077
2900811900,108165004
3109464109,114436848
3108888561,113018730
3110952433,111839874
3114888953,110822345
3325264529,116964878
3326132459,115474022
3329174184,114539172
3538924027,120688041
3538973564,119573066
3541564821,118702712
3751188744,124769696
3750957625,123872701
3753356920,123031089
3962933798,128991191
3962754453,128195823
4170108378,133986567
3963009110,127007566
4175730885,132877458
4383534779,138782638
4381623828,137885146
4382377693,137079772
4591155425,142812077
4591372599,143672437
4593907833,142436595
4803021854,147771127
5007741376,152987130
5005185988,154623469
5006394422,153363665
5210815659,157768068
5208542868,157732848
5418485622,166325308
5413811103,162335445
5411775921,162497103
5830301785,178268592
5615222970,166185179
6024878813,182191980
5820390489,175547151
6222887401,182529766
6219093312,191419478
6215043089,180988219
6412867276,195833560
6621077683,195409573
6599225208,196473070
6811462279,204981467
6790523018,199233010
6999448561,212923889
7183220020,209455723
7182105847,219411386
7364515381,215256288
7564545528,230069430
7537850836,223194012
7741331820,230989956
7907188501,242360764
8104672188,232936439
8062850092,258471934
8257336476,232601995
8413283347,269567499
8578600928,250828955
8542435402,259185776
8861067415,286713854
8790874033,252028609
8961520702,296980825
9108383309,275783578
9079128550,271377384
9456687407,324287366
9595555562,280727823
9576512627,294778475
9954022089,346267687
9908444988,285925438
10279377082,318546126
10278977158,363856119
10606829962,307915809
10595804246,323243030
10989449329,392294934
11135520235,336306394
11116087948,329276391
11508363459,391404463
11681659669,401212242
12004982514,342150053
12010129463,371008693
12419998827,454152749
12563784838,393697671
12716808365,367997249
13100815207,412541423
13316646536,500401463
13448494137,416406711
13607293508,391885530
14007163999,435103336
14426539250,531679485
14578866076,496923764
14698026675,412836738
15076276701,451053968
15293127717,503582603
15716012088,624143934
15821297075,476995190
16352783721,463474409
16380739213,494179871
16985926505,563236662
17232695585,700153494
17507279517,543657594
17811251429,496592721
18011107101,531562607
18423835285,585050890
19059552101,694509427
19288143463,798816811
19526904837,530184105
19887831902,555878510
20283701388,599092192
20713910118,655097761
21347086919,756678160
21620225758,953085718
21991793976,653623374
22278925372,605543974
22650580508,645448785
23074577433,693904832
23719284864,764466470
24227739773,871229379
24962158180,1144947025
25145592141,793663635
25566427021,675614345
25931474434,714959011
26525419371,766760140
27156790576,827803056
27619901397,902036843
28505370469,1033560573
29051758439,1370691351
29422419370,1083121372
29686092266,762503616
30026129103,800804017
30788902644,855528462
31625841637,917052456
32139522388,977539603
32929022801,1061571260
33916395298,1182709204
34902262218,1398047260
35522586991,1881183368
14708478734,579149505
0,0
0,0
